> -L"Dykes"
-56.9502187408	0.402295184686
-56.9560434021	0.384335816454
> -L"Dykes"
-56.1882115913	0.480379414205
-56.2141304282	0.415135460091
-56.2521504986	0.329176487942
> -L"Dykes"
-56.2521504986	0.329176487942
-56.2552430662	0.322185169318
> -L"Dykes"
-57.0780504861	0.557338780812
-57.0936333029	0.533695882053
-57.1036964756	0.513686042783
-57.107516091	0.483674785444
-57.1064247722	0.456937483463
-57.110790047	0.440022047503
-57.1255228494	0.405099857118
-57.1368603395	0.375943681735
-57.1487133718	0.338529431726
-57.1650831523	0.286691805417
-57.1849997186	0.233217201441
> -L"Dykes"
-56.0532548874	0.200634789369
-56.0192922734	0.255153709964
-55.9951609424	0.298947596999
-55.9754983764	0.348997753614
-55.9638795874	0.375810337519
> -L"Dykes"
-55.7368320715	-0.836985487608
-55.7368320717	-0.908191902798
-55.7336416763	-0.956680688358
> -L"Dykes"
-54.9254499046	-1.05783534844
-54.8987546864	-1.07428397866
> -L"Dykes"
-55.7336416763	-0.956680688358
-55.7317458983	-0.985501725024
-55.7256424901	-1.05975984375
-55.7241166381	-1.07807006481
> -L"Dykes"
-56.3277826934	-1.12656274949
-56.3205051968	-1.11829261199
-56.2870190978	-1.08480652113
-56.2627705432	-1.04208288786
-56.2500689193	-1.00628741128
-56.2287070974	-0.95086215723
> -L"Dykes"
-54.8987546864	-1.07428397866
-54.8710140998	-1.0913765944
-54.8105298722	-1.13096626175
-54.7973286475	-1.1379025287
> -L"Dykes"
-54.7973286475	-1.1379025287
-54.7780883319	-1.14801181299
> -L"Dykes"
-55.4441187151	-1.13574623433
-55.466095225	-1.14532573635
-55.5055402428	-1.16504824051
-55.5094672891	-1.16773521696
> -L"Dykes"
-54.3892725169	-1.19615716894
-54.3987484529	-1.22411130766
> -L"Dykes"
-60.5812627944	-1.19587809448
-60.5837931313	-1.21042702044
-60.5915889177	-1.22515239021
-60.5985185056	-1.23468057061
> -L"Dykes"
-55.5094672891	-1.16773521696
-55.5269532524	-1.17969924362
-55.5585092666	-1.19153274608
-55.5968272839	-1.2106917501
-55.6402168035	-1.23379525495
-55.6644473144	-1.24957325828
-55.6802253216	-1.26197026091
-55.6976938295	-1.27493076365
-55.7236148412	-1.28620076598
-55.7303768442	-1.28789126632
-55.7695401119	-1.30310576944
-55.8256083871	-1.31719327221
-55.8594184024	-1.32282827326
> -L"Dykes"
-57.2667761628	-1.07441427973
-57.2690855491	-1.10328159941
-57.2713949355	-1.12983953352
-57.2806324802	-1.15524277477
-57.2817871735	-1.18757417282
-57.2829418668	-1.21644149251
-57.2898700254	-1.2395353482
-57.2991075702	-1.27186674618
-57.3060357288	-1.29726998744
-57.3106545013	-1.32613730709
-57.3210467392	-1.35154054831
-57.3279748977	-1.37232501842
> -L"Dykes"
-55.0765387875	-1.31325836921
-55.1106133082	-1.34256245009
-55.1460508097	-1.37799994325
-55.1869402346	-1.42161531944
-55.2223777361	-1.44887492952
-55.2523633144	-1.47409006885
-55.271445046	-1.48771987387
-55.2809859118	-1.49998669842
-55.2905267776	-1.50816458145
> -L"Dykes"
-55.4295508218	-1.52520183721
-55.4179654847	-1.49317179528
-55.3982022624	-1.42706724065
-55.3832094731	-1.37731845211
-55.3757130785	-1.34665139067
-55.3600387989	-1.31053240722
> -L"Dykes"
-60.5967460216	-1.46135173185
-60.5981715432	-1.4663408556
-60.6035950194	-1.49099301134
-60.6031019765	-1.50775647732
-60.6077858879	-1.5304364606
> -L"Dykes"
-60.3078809742	-1.59246219618
-60.2845364532	-1.57816945713
> -L"Dykes"
-54.2995712138	-1.66296336998
-54.2977489794	-1.58916289401
-54.2941045105	-1.53814034273
-54.2941045105	-1.49987342926
-54.2931933933	-1.47071768567
-54.2849933385	-1.44702864401
-54.2822599869	-1.43609524016
-54.2786155181	-1.42789518728
-54.2713265805	-1.40056167767
-54.2676821117	-1.37231705107
-54.2667709945	-1.35227247735
> -L"Dykes"
-60.4082578288	-1.65389544723
-60.4035231882	-1.65099855879
> -L"Dykes"
-55.0111157084	-1.4727270892
-55.0370123442	-1.49930520908
-55.0560940758	-1.53201674127
-55.0642719608	-1.54905399763
-55.0744943171	-1.57767658833
-55.0908500872	-1.61243259129
-55.1119762901	-1.65672945781
-55.1228801368	-1.67990012645
> -L"Dykes"
-54.3987484529	-1.22411130766
-54.4013994951	-1.2319317464
-54.4111010777	-1.26467458001
-54.4177709157	-1.28407774067
-54.422621707	-1.29923645993
-54.4262598004	-1.30711899395
-54.4323232895	-1.31682057427
-54.435961383	-1.32470310828
-54.4402058254	-1.33197929353
-54.4395994765	-1.35016975665
-54.4395994765	-1.36047768575
-54.4438439189	-1.37260466116
-54.4541518504	-1.38291259025
-54.4614280373	-1.39322051934
-54.4650661308	-1.4023157509
-54.4687042242	-1.41686812139
-54.4711296199	-1.4289950968
-54.4684010498	-1.44536651361
-54.4641566075	-1.45931253535
-54.4605185141	-1.47810934724
-54.4605185141	-1.49448076405
-54.4629439097	-1.50115060053
-54.4708264456	-1.52661724889
-54.4720391434	-1.53995692184
-54.4808312027	-1.58300768455
-54.4881073897	-1.62545209849
-54.4990216701	-1.66243937348
-54.516908963	-1.69215046321
> -L"Dykes"
-54.7053296056	-1.85446339724
-54.690931722	-1.82626754856
-54.6759339266	-1.8046707283
-54.6633357785	-1.77947443799
-54.6543371012	-1.75847752939
-54.6477380712	-1.7368807091
-54.6357398349	-1.70988468376
-54.6243415104	-1.69368706856
-54.6057442441	-1.66429139653
-54.5961456551	-1.64569413462
-54.5850472865	-1.62469722602
-54.5718492266	-1.59650137732
-54.5586511666	-1.5641061469
-54.550852313	-1.52991118144
-54.5385541208	-1.49091692258
-54.5295554435	-1.46092133885
> -L"Dykes"
-57.7254984482	-5.08712647465
-57.7001309821	-5.05103555969
-57.6976492301	-5.04713698773
-57.6947023743	-5.0416881514
-57.6908326266	-5.0349210113
-57.6881754554	-5.03016085235
-57.6842466512	-5.02293390752
-57.6823998161	-5.02000991882
-57.6784195309	-5.01416302998
-57.6749047953	-5.00992400495
-57.6727162515	-5.00751884635
-57.6706409378	-5.00476827606
-57.6700661331	-5.00289891132
> -L"Dykes"
-57.872214035	-5.82659708781
-57.8705726289	-5.82374086125
-57.8665218852	-5.81680442667
-57.8622381766	-5.80912169716
-57.8599187348	-5.80413136763
-57.8579440717	-5.79919685213
-57.8562035728	-5.79523851052
-57.8529511693	-5.78709070718
-57.8512665021	-5.78278708168
-57.8490559553	-5.77647388988
-57.8477735135	-5.77222581504
-57.8464322373	-5.7676905388
-57.8440988669	-5.76333478585
> -L"Dykes"
-57.8978385413	-5.87538302902
-57.8946157205	-5.87024654341
-57.8915464171	-5.86462780935
-57.8874351797	-5.85717450356
-57.8829127345	-5.84771102358
-57.8778148442	-5.83790538104
-57.874855593	-5.83119355924
-57.872214035	-5.82659708781
> -L"Dykes"
-58.1034938764	-5.99997720454
-58.1819585861	-6.05774423943
-58.203466203	-6.07270537615
-58.2254268494	-6.08490570946
-58.2525385789	-6.0929988603
-58.2813363944	-6.10159367924
-58.3291828884	-6.11586987941
-58.3980232461	-6.13640180952
> -L"Dykes"
-51.8424426924	2.77739587501
-51.8424770043	2.7752079349
-51.8443560302	2.65507100966
-51.8426685085	2.63896931593
-51.8406450983	2.62336328616
-51.8390902273	2.61136977161
-51.841412824	2.60104908918
-51.8442231166	2.58856099239
-51.8461152137	2.55817328344
-51.8474931874	2.53987102981
-51.8477949283	2.53264766693
-51.8497721921	2.51603991438
-51.8508489322	2.50383732424
-51.8507941146	2.49371138158
-51.8500587882	2.48450930775
-51.8486255299	2.47300914198
-51.8462682068	2.45967227973
-51.8443829931	2.44909480857
-51.8420197223	2.43460723591
-51.841010283	2.41689121053
-51.8414004419	2.404461705
-51.8415510425	2.38996203942
> -L"Dykes"
-56.6738412766	-1.40581111515
-56.6045596923	-1.36193278958
-56.5606813556	-1.32844669891
-56.5121842467	-1.30188876501
-56.4810075337	-1.2718667526
-56.4649319427	-1.25636571483
-56.4486761277	-1.24069004739
-56.4201836451	-1.2145083679
-56.4059524841	-1.20143049267
-56.371311692	-1.17025378744
-56.3508847544	-1.15168399036
> -L"Dykes"
-51.4758319615	2.2148137913
-51.4697050226	2.19982149243
-51.4643618096	2.18258470142
-51.4479532354	2.14478887581
-51.4144610028	2.07730594857
> -L"Dykes"
-57.1996424865	-0.513206806349
-57.2311125989	-0.676597791909
-57.2768428616	-0.802699822085
> -L"Dykes"
-57.2023686119	-0.0573730817496
-57.2166386306	-0.149110852283
-57.2252062597	-0.212179327037
-57.2452094982	-0.349779076597
> -L"Dykes"
-54.0920967951	-0.904819772862
-54.0314794895	-0.714592376445
-54.0136517515	-0.571023709284
-53.9637373159	-0.431044028796
> -L"Dykes"
-57.6566771774	-1.20812045379
-57.6417407375	-1.13064606993
-57.6208671641	-1.04423405169
> -L"Dykes"
-60.8449270774	-1.57853677292
-60.8429592338	-1.49376925694
-60.8427131623	-1.41238698043
> -L"Dykes"
-58.5463851005	4.89280819808
-58.5088585856	4.94974914271
> -L"Dykes"
-58.197657005	5.68463547675
-58.183941623	5.70955334686
-58.1652388724	5.72948768287
-58.1415486635	5.75565148074
-58.1203521861	5.78181524864
-58.1028962805	5.8067331506
> -L"Dykes"
-58.8850422191	5.76570448944
-58.8551177619	5.79685185591
-58.8202059017	5.84170406127
-58.789034616	5.88904807565
-58.7616038951	5.92642489898
-58.7266920303	5.96504764847
> -L"Dykes"
-59.6403111506	6.59412217095
-59.618543322	6.59941300436
-59.589127353	6.60940676854
-59.5726544251	6.62057624527
-59.5538282525	6.63644867647
-59.5408852192	6.6440909501
-59.5302954894	6.65819975992
-59.5244123074	6.67348431785
-59.5167641766	6.68876884909
-59.5061744437	6.69935045895
-59.4908781162	6.71110782531
-59.472640243	6.72639236624
-59.4544023703	6.74226479754
-59.4414593438	6.75754933388
-59.4349878678	6.77930043115
-59.4267513998	6.80751804025
> -L"Dykes"
-58.4236977534	6.97659420733
-58.4605252459	6.95774579831
-58.5099279963	6.93440968916
-58.5575342366	6.90748343098
-58.5817864714	6.89402028797
-58.6204104641	6.86888908671
-58.653644986	6.84555299341
-58.6832866416	6.8276021573
-58.7219105882	6.80426605961
-58.7659239172	6.78631518365
-58.7928708885	6.77374957681
-58.8153266708	6.76836433039
-58.8341895347	6.76297905991
-58.851255937	6.75490117795
-58.8647294257	6.75220852547
-58.9078445292	6.73964293178
-58.9374861903	6.72887239834
-58.9913800883	6.70822890153
-59.026944879	6.69418929008
-59.0781440885	6.67444333384
-59.1158697968	6.6430293729
-59.1491043635	6.61879571755
-59.2074893962	6.58468912628
-59.2739584927	6.54878742599
-59.3296488399	6.51916852647
-59.3727639828	6.50032011707
-59.4521216153	6.47850394008
-59.4934402543	6.4632457105
-59.5230819165	6.45606535682
> -L"Dykes"
-59.1164901212	5.17504365336
-59.1093517141	5.1893204979
-59.1051876449	5.2000281305
-59.0926954268	5.21668445212
-59.0802032033	5.22560748562
-59.0730647937	5.23631512041
-59.0641417808	5.24821249312
-59.0581931037	5.2535663122
-59.0498649638	5.2726021045
-59.0397522197	5.29163789812
-59.0355881498	5.30115579434
-59.028449742	5.31424290267
-59.0248805427	5.32733000852
-59.0183370064	5.34517606318
-59.0088191251	5.35647856833
-59.0034653224	5.37075541224
-58.9951371794	5.38503225832
-58.9933525785	5.38979120631
> -L"Dykes"
-58.9934912247	5.38949096164
-58.9838346976	5.40168857995
-58.9731270788	5.41120648112
-58.9582553834	5.42072438532
-58.9445734272	5.43440636714
-58.9332709407	5.44451913721
-58.9255376619	5.45344216803
-58.9136403091	5.46593441201
-58.9065019001	5.47723691588
-58.8951994132	5.48675481776
-58.8916302073	5.49032403048
-58.8827071893	5.49508298383
-58.8714047037	5.50638549085
> -L"Dykes"
-55.4842411751	2.13753701745
-55.4754694773	2.11122194545
-55.471570944	2.09562782837
-55.4647485099	2.06541422637
-55.4559768096	2.02837819829
-55.4501290064	1.99134216953
-55.4481797369	1.97184952257
> -L"Dykes"
-61.5437775347	2.08658701631
-61.5473467443	2.09491516615
-61.5532954256	2.10383818323
-61.5598389747	2.11276120014
-61.5675722591	2.11989961293
-61.5764952781	2.12346881785
-61.5860131653	2.12763289052
> -L"Dykes"
-61.7132852543	2.25881508422
-61.7070346984	2.24553266223
-61.7000028264	2.24162606911
-61.6898456785	2.23771947695
-61.6828138053	2.22990628855
-61.6781258893	2.22287441848
-61.6632808248	2.2103733181
-61.6460918032	2.19709089933
-61.6179084637	2.16084566185
-61.6101751786	2.15132777745
-61.6018470257	2.14180989321
-61.5917342687	2.13050740572
-61.5875701929	2.12812793526
> -L"Dykes"
-55.2066468938	5.17257964655
-55.2017897218	5.14343672042
-55.1987539843	5.11732951495
-55.1878253581	5.06754368473
-55.175682439	5.00986497882
> -L"Dykes"
-54.7342887591	5.17682996719
-54.7318601718	5.16043707004
-54.7288244271	5.12340126386
-54.7245743908	5.08090115903
-54.7178957838	5.04750822177
-54.7148600358	5.00440097203
-54.7106100157	4.98679378747
-54.6965241921	4.85880776012
-54.6901127139	4.79955047269
> -L"Dykes"
-54.4512921644	5.12987400177
-54.4512921717	5.14117650655
-54.4495075798	5.16199691128
-54.4483178653	5.19649929523
-54.4483178879	5.23100167853
-54.4447486937	5.25598616544
-54.4447487137	5.2863244682
-54.4399898147	5.35889845096
> -L"Dykes"
-54.6823982892	4.71078889431
-54.670500897	4.67033783471
-54.6621727107	4.62155861234
-54.6478958344	4.56207175838
-54.6455163546	4.55136412458
> -L"Dykes"
-54.6133933811	4.41097514909
-54.60863442	4.38599066997
-54.6014959716	4.33602171055
-54.5967370088	4.3074680199
-54.5884088355	4.27891433124
-54.5800806617	4.24917090539
-54.5717524893	4.22180695399
-54.5539064147	4.18016616116
-54.5443885007	4.14328431279
-54.5289219063	4.11354089078
-54.5098860966	4.07427957297
-54.4753836965	4.01241325624
-54.4587273597	3.97077246278
-54.4420710219	3.92675219494
-54.4218454784	3.89224982639
> -L"Dykes"
-53.9554687422	4.149233306
-53.9411919168	4.18373569502
-53.9292945623	4.21228939651
-53.9126382701	4.2598788977
-53.8995511954	4.31936577061
> -L"Dykes"
-54.0887191632	3.92080368321
-54.0436586936	3.83328007018
-54.009143206	3.75695498718
-53.9590376976	3.61980022453
> -L"Dykes"
-53.9875913717	3.59243625559
-53.936432631	3.47227281988
-53.9221557745	3.44133965869
-53.8781354677	3.34616070119
> -L"Dykes"
-54.6645512939	2.67276920681
-54.6526538995	2.59305683251
-54.6407565077	2.51929314355
-54.6312385715	2.3836631321
> -L"Dykes"
-53.5045577416	2.45742717138
-53.5152653887	2.50382691654
-53.5259730353	2.54784718752
-53.5295422571	2.5823495637
-53.5343012169	2.6192314139
> -L"Dykes"
-53.5866496949	2.77151775294
-53.6092547151	2.82267644333
-53.6294802604	2.87026592304
-53.6413776395	2.89644013661
> -L"Dykes"
-53.8198383291	3.27715596778
-53.7912846197	3.22123833109
-53.7532130141	3.16294122372
-53.6972953443	3.07846990484
> -L"Dykes"
-53.5366809247	3.26406897396
-53.4926606355	3.21291029042
-53.4522095592	3.16651055415
-53.4212763778	3.11654160224
-53.4034303131	3.09155712716
-53.3927226728	3.07252133548
-53.3748766117	3.05705475822
-53.3570305432	3.0213626479
-53.3249076235	2.96663474713
-53.2951641803	2.91785553154
> -L"Dykes"
-52.8966023974	3.26287949578
-52.8763768547	3.23194633323
-52.8597205265	3.20934133054
> -L"Dykes"
-52.8359257634	3.1546134227
-52.8002336189	3.07133182362
-52.7728696478	3.02374234104
> -L"Dykes"
-52.7859567316	2.95711704657
-52.7574030137	2.8797841319
-52.7347979868	2.81672806286
> -L"Dykes"
-55.3506017454	2.68227311354
-55.3696375573	2.7536573206
-55.3803452129	2.82504153088
-55.3934323543	2.92854863736
-55.4005707995	2.99517390223
-55.4065195058	3.05466074635
-55.4065195206	3.09273232824
> -L"Dykes"
-54.8080819339	3.09749151169
-54.8140306366	3.14508099056
-54.8211690768	3.19386020616
-54.8330664635	3.24025994589
-54.8497227962	3.2830904726
-54.8639996579	3.33186968559
-54.8806559941	3.38183863469
-54.8937431228	3.4377562707
-54.9044507725	3.48058680021
-54.9103994732	3.51865838367
-54.9139686941	3.54245312345
> -L"Dykes"
-54.9770248318	3.73519050096
-55.0043888311	3.84702577434
-55.028183615	3.94577394193
-55.0472194458	4.03024526706
-55.062686069	4.11828580578
-55.0793424255	4.19799818445
-55.090050085	4.25153634969
-55.1108705454	4.37467413248
> -L"Dykes"
-56.7592768481	3.0168442565
-56.5641712503	2.7685281899
-56.5553028181	2.76852819308
-56.537565949	2.75522554907
> -L"Dykes"
-57.796883736	3.93916086156
-57.7081993691	3.82387127423
> -L"Dykes"
-53.0585147411	3.34473520564
-53.0480138695	3.49437355792
> -L"Dykes"
-53.0270120132	3.52325114328
-52.9640064893	3.70964280305
-52.953505574	3.75164655658
> -L"Dykes"
-52.9141270588	3.72801946604
-52.8773738303	3.81990268456
-52.84324583	3.89865973165
> -L"Dykes"
-52.7513627701	4.1401813445
-52.7303609353	4.20843745203
-52.7093590929	4.26094215326
-52.6857320239	4.32657302919
> -L"Dykes"
-54.4100003039	5.08526440491
-54.3947288763	5.01569475101
-54.3811542746	4.95404359453
-54.3590955655	4.88277712423
-54.3409961196	4.83639736021
> -L"Dykes"
-53.6628338034	5.26852157529
-53.6526528634	5.24306926308
-53.6441687474	5.22270741353
-53.633987813	5.2057392076
> -L"Dykes"
-53.6158883289	5.10449555146
-53.5898703793	5.0501972883
-53.5689429079	5.0219169475
> -L"Dykes"
-53.2358004301	4.97214373057
-53.1973391721	4.98854636023
-53.1684932278	4.99985852015
-53.146434564	5.0077770333
-53.1079733081	5.02813891312
-53.0983579867	5.02135163377
-53.0559374735	5.02757333838
> -L"Dykes"
-52.9077485883	5.22270789057
-52.8370476675	5.13277640103
-52.7957583385	5.09374953463
-52.7680435848	5.06999405223
-52.7465505101	5.05076342296
-52.7454192962	5.05076342366
-52.7431568675	5.04906660365
> -L"Dykes"
-53.0994889898	4.66784719525
-53.0563614137	4.57876410347
-53.024545988	4.51089127099
-53.0075777562	4.46564271363
-53.0047497143	4.45220954696
-53.0040427011	4.4437254411
-53.0040426949	4.43241329945
-53.0068707237	4.42180816512
-53.0005076342	4.39989089421
> -L"Dykes"
-52.8704181453	4.57876420866
-52.8442588077	4.54624181512
-52.8223415243	4.51796147237
-52.7912331298	4.49180216126
-52.7551756744	4.46493584386
-52.7254813021	4.44796764711
-52.7000289816	4.43099944793
-52.6858888014	4.41756628693
-52.6731626362	4.39989107186
-52.6441752691	4.3765597945
> -L"Dykes"
-52.9679852012	4.33201806223
-52.9587940779	4.31080780171
-52.9425328635	4.28040642992
-52.9411188418	4.27192232452
-52.9382908025	4.26273121102
-52.9319277179	4.2492980463
-52.9255646344	4.23798590812
-52.9114244417	4.19910042908
-52.9001122906	4.1736481166
-52.8972842467	4.15526588818
-52.8958702227	4.14183272094
-52.8873861152	4.13405562804
-52.8781949987	4.12557152664
-52.8668828563	4.11708742631
-52.8541566963	4.10789631784
-52.8463795922	4.08951409192
-52.8272903439	4.05911272141
-52.815978198	4.04355853259
-52.8110291303	4.02871134944
-52.7590639566	3.94917288075
-52.73290462	3.91382245158
> -L"Dykes"
-52.431718927	3.90109643699
-52.3977825386	3.9590711803
-52.375865289	3.9986636878
-52.3546550463	4.03472115093
-52.3419288992	4.05310338812
> -L"Dykes"
-52.4409100956	4.0170458865
-52.4522222502	4.04956828895
-52.4599993581	4.07502060446
-52.4691904863	4.10612899027
-52.4819166561	4.13370232995
-52.5303468313	4.29313280714
> -L"Dykes"
-52.58407962	4.5356368273
-52.5763025134	4.51513357363
> -L"Dykes"
-52.5536781805	4.41261729652
-52.5459010535	4.35322855409
> -L"Dykes"
-52.7028572212	4.79440201716
-52.6519525765	4.756930575
-52.61165307	4.73430631344
-52.5706465491	4.70178392734
-52.5303470405	4.67562462083
-52.4815634229	4.64098121198
> -L"Dykes"
-52.6484175522	4.7894529869
-52.6420544553	4.75693058079
> -L"Dykes"
-52.1955783288	4.49074197631
-52.1906292549	4.46670367552
-52.1835591588	4.44973546516
-52.1814381217	4.4292322075
-52.1814381073	4.40236586844
-52.1793170594	4.36135935221
-52.1786100443	4.34934020097
> -L"Dykes"
-52.0665488226	3.63914982011
-52.0743259295	3.6646021361
-52.0743259358	3.67874231359
-52.0764469717	3.7006595878
-52.076446979	3.71692079198
-52.0764469876	3.73601003171
-52.0813960603	3.76216935803
-52.0856381258	3.79115672024
-52.0891731803	3.81519502065
-52.094829264	3.84559640008
-52.0969502973	3.8611505946
-52.0997783487	3.8965010377
-52.1061414427	3.92973045253
-52.1173129691	3.99090312981
-52.1298262968	4.05946657339
-52.146794531	4.1110782147
> -L"Dykes"
-51.9435294078	3.85902964016
-51.9484784843	3.8922590562
-51.9505995275	3.92831650929
-51.9541345815	3.95023378368
-51.9559021142	3.97321157232
-51.9622651998	3.98805875631
-51.9679212776	4.00502696738
-51.9707493179	4.01633910855
-51.9742843684	4.03047928503
-51.9771124122	4.04886151535
-51.9792334431	4.05875963907
-51.9827684971	4.07996990472
-51.982768508	4.10188718109
> -L"Dykes"
-51.841720232	4.02517678318
-51.8360641394	3.97780718826
-51.8282870273	3.94387076395
-51.8282870246	3.93821469261
> -L"Dykes"
-52.3098513827	3.2328289349
-52.322389771	3.27223525263
> -L"Dykes"
-52.3814992838	3.37433342868
-52.4101584578	3.46210204529
> -L"Dykes"
-52.4244880402	3.49434357635
-52.4907623379	3.59285935577
-52.506883112	3.61435370683
-52.5230038878	3.63943045089
-52.5409158557	3.65555121152
> -L"Dykes"
-52.560619026	3.68600154344
-52.6215197279	3.76481416241
> -L"Dykes"
-53.2090323502	4.43472136385
-53.2197795632	4.50278682591
-53.2444483702	4.55286816246
-53.2788890962	4.62279696044
-53.2878450922	4.65145609999
-53.3021746729	4.6747416468
-53.3075482731	4.69623600225
-53.3147130807	4.73743351878
-53.3254602677	4.75713667457
> -L"Dykes"
-58.4863609905	4.31134829274
-58.4293762461	4.34606840778
-58.3418142576	4.37384453018
-58.275100402	4.40162064115
-58.1958776837	4.4099535005
-58.1416726782	4.43772957674
-58.0999765179	4.45578405865
> -L"Dykes"
-58.9742062285	4.36551135112
-58.9366797023	4.40578666167
-58.9102721481	4.43634032324
-58.8494122061	4.50501006543
-58.8132755563	4.55222941606
-58.7326630237	4.64666806791
> -L"Dykes"
-58.4626690765	4.77093314269
-58.3945653818	4.84731736592
-58.359818597	4.88342627533
-58.2833756213	4.96258811153
-58.2639174267	4.99036419852
-58.1972035945	5.05147157266
-58.1541175755	5.08758049027
-58.0623860647	5.18479680172
> -L"Dykes"
-58.9953487924	4.51195398851
-58.9355843445	4.60639265287
-58.8869388595	4.67583284591
-58.835513633	4.74943944857
-58.7813086702	4.83554527421
> -L"Dykes"
-58.6340555612	5.64601242767
-58.5417884558	5.67715984107
-58.4856800915	5.71453671392
-58.365982248	5.76561844287
-58.3485263402	5.78679866929
-58.2263347739	5.85158523826
-58.1340676689	5.88896214254
-58.0230977576	5.93879797872
> -L"Dykes"
-58.6659140673	4.73865096323
-58.5978353493	4.82503817291
-58.5088585856	4.94974914271
> -L"Dykes"
-58.6447425204	5.04174965823
-58.562740097	5.10285704061
-58.5224338335	5.15146520399
-58.4904668095	5.20840614783
-58.4362618357	5.27506875244
-58.4112882779	5.31625876265
-58.340404819	5.42736308476
-58.3112175299	5.46902720476
> -L"Dykes"
-58.8543031458	5.46039560909
-58.7571026496	5.42939812556
-58.6754128382	5.39220109104
-58.6586855956	5.38708756162
-58.5766831185	5.3690331619
-58.5447160461	5.35514516157
-58.4863413873	5.32320272146
-58.4335262184	5.29264907936
-58.3320213503	5.2570143948
> -L"Dykes"
-58.5833303565	6.16364961862
-58.5197409181	6.22469847148
-58.4734483787	6.26880950313
-58.4310554169	6.3061863716
-58.3874155919	6.37595648068
-58.3288135662	6.43575944226
-58.2589898224	6.49556241472
-58.2303122513	6.52172622109
-58.1929066704	6.57779149241
-58.1667227905	6.61392245926
-58.1081207659	6.6749713175
-58.0532592429	6.71110228244
> -L"Dykes"
-59.2797964758	6.99262529324
-59.2797965275	7.04779708807
-59.2624435185	7.09272270049
-59.2285262217	7.13686014729
-59.1993415964	7.17153959991
-59.1760716829	7.20711829095
-59.1623897606	7.25232830571
-59.162389801	7.29396909688
-59.1475181827	7.37963016817
> -L"Dykes"
-60.0177014167	7.79887032971
-59.9338433531	7.82649228084
-59.8624334092	7.84999901258
-59.7936214073	7.8579328365
-59.7036365426	7.89231246713
-59.6515864854	7.9072984885
-59.555426172	7.94079658987
-59.4786743563	7.98134688636
> -L"Dykes"
-60.9487822934	-2.10367566081
-60.9237583616	-2.03790069721
-60.9092272947	-1.99440958961
-60.8971854263	-1.94454681299
-60.8822417316	-1.87683764159
-60.8641683861	-1.80999190126
-60.8424744806	-1.71976501174
-60.8356720908	-1.69579194724
> -L"Dykes"
-60.6127163227	-1.63052421321
-60.6156745816	-1.60389988483
-60.6166606673	-1.57086599599
-60.6077858879	-1.5304364606
-60.6035950194	-1.49099301134
-60.5942271969	-1.45253564841
-60.5873245905	-1.41210611296
-60.5927480653	-1.36082962869
-60.5961993675	-1.33174008473
-60.5937341505	-1.28933837672
-60.5985185056	-1.23468057061
-60.5812627944	-1.19587809448
-60.5742649475	-1.17058190204
-60.5708001532	-1.14459595521
-60.573398748	-1.10821562953
-60.5708001525	-1.09695505259
-60.5625712668	-1.08222968281
-60.5261909307	-1.0519127453
-60.5062683658	-1.03458878098
-60.4984725792	-1.00773663595
-60.4958739835	-0.989546473147
-60.4941415861	-0.9505675528
-60.4924091885	-0.901194253686
-60.4856325285	-0.889220445063
-60.4482330661	-0.844891369217
-60.4283105009	-0.809377241967
-60.4144513251	-0.77213071817
-60.401698778	-0.736788801396
> -L"Dykes"
-56.9347427499	1.6593978857
-56.9308199458	1.72510484992
-56.9244453884	1.76335218735
-56.9322909984	1.79718637031
-56.9192967084	1.87417139565
-56.9188063584	1.92124504164
-56.9125354766	1.97864877517
> -L"Dykes"
-57.082221846	0.860918930937
-57.0684563969	0.905454197873
-57.0652174677	0.928126697385
-57.0465936247	0.969423035865
-57.0384963018	1.00990964216
-57.0466223904	1.03730922214
-57.0433546961	1.06902008724
-57.0303989792	1.09574124746
> -L"Dykes"
-56.8183123371	1.19472501333
-56.8115608245	1.24986665576
-56.8062503125	1.30935308733
-56.8134504582	1.35472502837
-56.8081465895	1.41483553128
-56.7993068082	1.48643774802
-56.7886990703	1.53328858125
-56.7842672142	1.54951120862
-56.7825112236	1.60047090806
> -L"Dykes"
-52.897567502	4.96365983176
-52.868155923	4.93085463665
-52.8415723764	4.89465579697
-52.8065047166	4.84205435575
-52.7438637144	4.78026181491
-52.7254814768	4.75834454976
> -L"Dykes"
-52.6484175522	4.7894529869
-52.6420544553	4.75693058079
-52.6215511623	4.68410867528
-52.616602088	4.66007037538
-52.6067039388	4.61057975786
-52.5932707466	4.56108914248
-52.58407962	4.5356368273
-52.5642833487	4.48331817998
-52.5607482946	4.46352193289
-52.5536781805	4.41261729652
-52.5459010535	4.35322855409
-52.5303468313	4.29313280714
-52.5055349169	4.21143692357
-52.4819166561	4.13370232995
-52.4599993581	4.07502060446
-52.4409100956	4.0170458865
> -L"Dykes"
-58.1418989127	-5.79088586767
-58.1274716707	-5.76326437091
-58.1151766424	-5.74947576681
-58.108457929	-5.73743936598
-58.1020591599	-5.70924727489
-58.0937681639	-5.6925049206
-58.0794499184	-5.67132293413
-58.0682726493	-5.65486942687
-58.0344941235	-5.62400112787
-58.03195195	-5.62044995214
-58.01397571	-5.59363746468
-57.9959638861	-5.57178682634
> -L"Dykes"
-57.8235066792	-6.16101714429
-57.8123690438	-6.140549432
-57.7813734036	-6.08419518173
